"","Name","IOC","DOB","Height","Weight","Turn.Pro","Prz","Rk","CH","Date","Titles","W","L","country_type","Region","CH_age","Background","sex"
"3535","Jonathan BINDING","United Kingdom",1993-03-13,185,82,0,10616,1561,985,2019-08-05,0,0,0,"developed","EUROPE",26,"West","Male"
"3536","Siddanth BANTHIA","India",2000-08-04,180,67,0,2750,1562,1536,2019-09-23,0,0,0,"developing","ASIA",19,"West","Male"
"3537","Andrea BESSIRE","Italy",1999-04-25,0,0,0,6188,1562,1167,2019-08-05,0,0,0,"developed","EUROPE",20,"West","Male"
"3538","Roman BLOKHIN","Russia",1999-03-16,191,88,0,5192,1562,1498,2017-06-12,0,0,0,"developing","EUROPE",18,"West","Male"
"3539","Gleb BLEKHER","Canada",2000-12-29,0,0,0,1490,1562,1497,2019-09-16,0,0,0,"developed","NORTHERN_AMERICA",18,"East","Male"
"3540","Paolo DAGNINO","Italy",1997-10-27,0,0,0,4118,1562,1387,2019-08-05,0,0,0,"developed","EUROPE",21,"West","Male"
"3541","Martin DIMITROV","Bulgaria",1997-03-10,0,0,0,3976,1562,1336,2018-07-16,0,0,0,"developed","EUROPE",21,"West","Male"
"3544","Vladimir FILIP","Romania",1995-07-31,0,0,0,13074,1562,1304,2015-09-14,0,0,0,"developed","EUROPE",20,"West","Male"
"3545","William GRANT","United States",2001-02-13,0,0,0,2250,1562,1425,2018-02-05,0,0,0,"developed","NORTHERN_AMERICA",16,"West","Male"
"3546","Riccardo DI NOCERA","Italy",2000-05-11,0,0,0,3616,1562,1562,2019-11-04,0,0,0,"developed","EUROPE",19,"East","Male"
"3547","Pedro ARAUJO","Portugal",2002-03-26,0,0,0,2722,1562,1371,2019-08-19,0,0,0,"developed","EUROPE",17,"West","Male"
"3549","Leonid SHEYNGEZIKHT","Bulgaria",2000-11-04,0,0,0,1458,1562,1559,2019-10-14,0,0,0,"developed","EUROPE",18,"West","Male"
"3550","Ken ONISHI","Japan",1996-02-18,170,67,0,23452,1562,684,2017-10-16,0,0,0,"developed","ASIA",21,"West","Male"
"3551","Michal MIKULA","Poland",2000-03-04,0,0,0,5470,1562,1417,2019-08-19,0,0,0,"developed","EUROPE",19,"East","Male"
"3552","Grigoriy KOROBEYNIKOV","Uzbekistan",1998-09-07,0,0,0,3362,1562,1539,2019-10-21,0,0,0,"developing","ASIA",21,"West","Male"
"3553","Andrea GRAZIOSO","Italy",1993-06-23,0,0,0,8158,1567,1142,2017-11-06,0,0,0,"developed","EUROPE",24,"West","Male"
"3554","Dmitry MNUSHKIN","Russia",1996-04-29,0,0,0,11216,1571,871,2018-04-16,0,0,0,"developing","EUROPE",21,"West","Male"
"3555","Adam CHADAJ","Poland",1984-05-01,178,72,2001,153623,1571,202,2005-08-22,0,3,1,"developed","EUROPE",21,"West","Male"
"3556","Lukas HELLUM LILLEENGEN","Norway",2000-11-15,0,70,0,2448,1579,1479,2019-08-05,0,0,0,"developed","EUROPE",18,"West","Male"
"3558","Nicholas SHAMMA","United States",1996-10-07,0,0,0,4018,1581,1481,2018-07-30,0,0,0,"developed","NORTHERN_AMERICA",21,"West","Male"
"3559","Neil PAUFFLEY","United Kingdom",1990-03-29,188,80,0,78663,1581,406,2013-08-12,0,0,0,"developed","EUROPE",23,"West","Male"
"3560","Thanapet CHANTA","Thailand",1999-09-09,0,0,0,4706,1581,1162,2019-08-12,0,0,0,"developing","ASIA",19,"East","Male"
"3561","Buvaysar GADAMAURI","Belgium",2000-07-10,0,0,0,2588,1581,1551,2019-08-05,0,0,0,"developed","EUROPE",19,"West","Male"
"3563","Yuichiro INUI","Japan",1995-04-02,185,75,0,7384,1581,1223,2019-08-19,0,0,0,"developed","ASIA",24,"West","Male"
"3565","Alexander JHUN","United Kingdom",1995-05-08,0,0,0,13383,1581,1034,2016-02-01,0,0,0,"developed","EUROPE",20,"West","Male"
"3566","Jakob JOHANSSON-HOLM","Sweden",1995-05-15,0,0,0,10968,1581,1085,2019-09-23,0,0,0,"developed","EUROPE",24,"West","Male"
"3567","Admir KALENDER","Croatia",2001-01-12,0,0,0,5330,1581,1536,2019-09-23,0,0,0,"developed","EUROPE",18,"West","Male"
"3568","Ty TROMBETTA","United States",1990-05-21,188,77,0,21039,1583,644,2011-07-11,0,0,0,"developed","NORTHERN_AMERICA",21,"West","Male"
"3569","Adrian SIKORA","Slovakia",1988-07-05,0,0,0,111886,1583,275,2014-02-24,0,0,0,"developed","EUROPE",25,"West","Male"
"3571","Ted BACHEV","Bulgaria",1996-10-08,0,0,0,612,1588,1580,2018-04-30,0,0,0,"developed","EUROPE",21,"West","Male"
"3572","Alexander BROWN","United States",1999-05-02,198,91,0,9151,1591,1037,2018-08-13,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"3573","Sergi FONTCUBERTA","Spain",1997-03-13,0,0,0,796,1591,1580,2018-04-30,0,0,0,"developed","EUROPE",21,"West","Male"
"3574","Ammar ALHOGBANI","United States",1998-12-15,0,0,0,472,1591,1580,2018-04-30,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"3575","CAO Zhaoyi","China",1993-12-05,185,75,0,17830,1591,848,2015-07-20,0,0,0,"developing","ASIA",21,"West","Male"
"3576","Daniel GLANCY","Ireland",1988-11-13,0,0,0,37301,1591,718,2013-10-14,0,1,5,"developed","EUROPE",24,"West","Male"
"3577","Jake HERSEY","United Kingdom",2000-05-21,0,0,0,4916,1591,1419,2019-09-23,0,0,0,"developed","EUROPE",19,"West","Male"
"3578","Muzammil MURTAZA","Pakistan",1999-11-12,0,0,0,3840,1591,1365,2018-07-30,0,0,1,"developing","ASIA",18,"West","Male"
"3579","Sam MATHESON","New Zealand",1994-05-23,0,0,0,1200,1591,1482,2016-12-19,0,0,0,"developed","OCEANIA",22,"West","Male"
"3580","Mousheg HOVHANNISYAN","United States",1991-10-04,180,80,0,17569,1591,954,2018-10-08,0,0,0,"developed","NORTHERN_AMERICA",27,"West","Male"
"3581","Kai LEMSTRA","Germany",1999-06-19,0,0,0,10041,1591,1261,2018-04-16,0,0,0,"developed","EUROPE",18,"West","Male"
"3582","David SZINTAI","Hungary",1997-06-09,0,0,0,12225,1591,1052,2018-07-02,0,0,1,"developed","EUROPE",21,"East","Male"
"3583","Denis SEMENIKHIN","United States",1992-02-20,196,88,0,258,1595,1580,2018-04-30,0,0,0,"developed","NORTHERN_AMERICA",26,"West","Male"
"3584","Piotr ZBROJA","Poland",1994-07-20,182,73,0,1928,1595,1551,2016-09-19,0,0,0,"developed","EUROPE",22,"West","Male"
"3585","Dominik SUC","Czech Republic",1990-09-19,175,71,0,27087,1595,626,2014-09-15,0,0,0,"developed","EUROPE",24,"West","Male"
"3586","Daniel CZEPIELEWSKI","Germany",1996-04-21,0,0,0,1742,1595,1580,2018-04-30,0,0,0,"developed","EUROPE",22,"West","Male"
"3587","Filip BRTNICKY","Czech Republic",1992-04-25,185,80,0,14657,1595,792,2015-07-27,0,0,0,"developed","EUROPE",23,"West","Male"
"3589","Masaya KOBAYASHI","Japan",1997-09-22,170,60,0,5224,1596,1086,2017-03-20,0,0,0,"developed","ASIA",19,"West","Male"
"3590","John LAMBLE","United States",1992-03-31,183,80,0,21978,1596,781,2017-06-12,0,0,0,"developed","NORTHERN_AMERICA",25,"West","Male"
"3591","Alexander DAY","Canada",1995-09-10,180,77,0,12392,1596,955,2018-05-28,0,0,0,"developed","NORTHERN_AMERICA",22,"East","Male"
"3593","Pavle DALJEV","Serbia",1992-02-23,198,89,0,6032,1597,1291,2019-09-09,0,0,0,"developing","EUROPE",27,"West","Male"
"3594","Matthew DELLAVEDOVA","Australia",2000-05-30,191,81,0,11196,1598,1080,2018-07-30,0,0,0,"developed","OCEANIA",18,"West","Male"
"3597","Leopold ZIMA","Germany",2000-05-13,0,0,0,3090,1598,1421,2019-10-28,0,0,0,"developed","EUROPE",19,"West","Male"
"3598","Andrea PICCHIONE","Italy",NA,0,0,0,3609,1598,1388,2019-08-12,0,0,0,"developed","EUROPE",NA,"West","Male"
"3599","Dominik RECEK","Czech Republic",1995-02-19,191,80,0,6029,1598,1507,2019-08-19,0,0,0,"developed","EUROPE",24,"West","Male"
"3600","Ivan MARRERO CURBELO","Spain",1998-09-27,0,0,0,11113,1598,1191,2018-08-20,0,0,0,"developed","EUROPE",19,"West","Male"
"3601","Anton GALKIN","Russia",1991-12-24,188,80,0,24764,1599,671,2016-08-08,0,0,0,"developing","EUROPE",24,"East","Male"
"3603","Lauri KIISKI","Finland",1980-10-10,0,0,0,41293,1599,427,2002-09-09,0,0,1,"developed","EUROPE",21,"West","Male"
"3604","Jonas LUETJEN","Germany",1990-08-13,188,82,0,27685,1599,417,2017-02-20,0,0,0,"developed","EUROPE",26,"East","Male"
"3605","Maksim MALYSHEV","Russia",1992-04-12,0,0,0,9043,1599,1403,2016-10-10,0,0,0,"developing","EUROPE",24,"West","Male"
"3606","Euan MCINTOSH","United Kingdom",1995-05-08,0,0,0,502,1599,1580,2018-04-30,0,0,0,"developed","EUROPE",22,"West","Male"
"3607","Felipe CUNHA-SILVA","Portugal",1997-03-31,180,78,0,15884,1599,1062,2016-09-19,0,0,0,"developed","EUROPE",19,"West","Male"
"3609","Yuri SYROMOLOTOV NETREBIN","Spain",1997-07-25,0,0,0,4316,1599,1023,2017-10-23,0,0,0,"developed","EUROPE",20,"West","Male"
"3610","Riley SMITH","United States",1997-06-05,0,0,0,6642,1599,1187,2017-11-27,0,0,0,"developed","NORTHERN_AMERICA",20,"West","Male"
"3611","Demian RAAB","Germany",1993-07-20,188,79,0,15137,1600,817,2016-04-04,0,0,0,"developed","EUROPE",22,"West","Male"
"3612","Rishabh SHARDA","India",2000-01-09,0,0,0,452,1600,1600,2018-01-15,0,0,0,"developing","ASIA",18,"West","Male"
"3613","Julien OBRY","France",1991-09-04,173,73,0,90889,1600,250,2014-11-17,0,0,0,"developed","EUROPE",23,"East","Male"
"3614","Matteo TINELLI","Italy",1997-02-05,0,0,0,5918,1600,988,2017-04-17,0,0,0,"developed","EUROPE",20,"East","Male"
"3615","Artur DUBINSKI","Belarus",1996-03-27,0,0,0,14187,1600,689,2015-06-08,0,0,0,"developing","EUROPE",19,"West","Male"
"3616","Aliaksandr BURY","Belarus",1987-09-14,203,94,0,285007,1602,366,2014-02-10,0,2,1,"developing","EUROPE",26,"East","Male"
"3618","Quim SORNI CHAVARRIA","Spain",1997-04-02,0,0,0,10914,1602,1008,2017-11-27,0,0,0,"developed","EUROPE",20,"East","Male"
"3619","Victor OUVRARD","France",1992-05-13,0,0,0,8305,1602,1047,2017-05-22,0,0,0,"developed","EUROPE",25,"West","Male"
"3620","Arnaud RESTIFO","France",1997-10-11,0,0,0,1028,1604,1517,2017-09-18,0,0,0,"developed","EUROPE",19,"West","Male"
"3621","Alexander SAZANKOV","Russia",1998-10-29,0,0,0,406,1604,1604,2017-11-27,0,0,0,"developing","EUROPE",19,"East","Male"
"3622","Tomislav Edward PAPAC","Australia",1995-06-12,191,75,0,2536,1604,1530,2019-08-05,0,0,0,"developed","OCEANIA",24,"West","Male"
"3623","Erroll LAWRENCE","United States",1994-07-30,0,0,0,1310,1604,1604,2017-11-27,0,0,0,"developed","NORTHERN_AMERICA",23,"West","Male"
"3625","Benjamin MITCHELL","Australia",1992-11-30,183,80,2008,302377,1604,204,2015-03-02,0,0,5,"developed","OCEANIA",22,"West","Male"
"3626","Piotr LOMACKI","Poland",1995-11-28,0,0,0,10341,1604,729,2015-03-02,0,0,0,"developed","EUROPE",19,"East","Male"
"3628","Pablo IRIGARAY GUARNE","Spain",1997-02-18,175,73,0,6894,1604,1142,2018-02-05,0,0,0,"developed","EUROPE",20,"West","Male"
"3631","Flemming PETERS","Germany",1995-10-24,0,0,0,11221,1605,1147,2018-11-19,0,0,0,"developed","EUROPE",23,"West","Male"
"3632","Kent TAGASHIRA","Japan",1993-09-20,191,84,0,9477,1605,1591,2019-09-16,0,0,0,"developed","ASIA",26,"West","Male"
"3633","Domagoj BILJESKO","Croatia",1997-06-28,0,0,0,23768,1605,751,2018-03-05,0,0,0,"developed","EUROPE",20,"West","Male"
"3635","Guillaume LAURENT","France",1995-07-21,0,0,0,456,1606,1580,2018-04-30,0,0,0,"developed","EUROPE",22,"West","Male"
"3636","Christian SIGSGAARD","Denmark",1997-03-14,0,0,0,754,1606,1580,2018-04-30,0,2,1,"developed","EUROPE",21,"West","Male"
"3637","Alessandro RICCI","Czech Republic",1998-01-04,0,0,0,3762,1607,1363,2017-06-19,0,0,0,"developed","EUROPE",19,"West","Male"
"3638","Austin SMITH","United States",1993-11-25,0,0,0,14590,1608,771,2017-06-26,0,0,1,"developed","NORTHERN_AMERICA",23,"West","Male"
"3639","Robert WILLEKES MACDONALD","Netherlands",1994-12-07,0,95,0,3780,1608,1149,2017-06-12,0,0,0,"developed","EUROPE",22,"West","Male"
"3643","Jarmere JENKINS","United States",1990-11-25,183,77,0,145669,1608,190,2015-01-05,0,0,0,"developed","NORTHERN_AMERICA",24,"West","Male"
"3645","Mohit Mayur JAYAPRAKASH","India",1993-09-14,178,85,0,34333,1609,577,2016-02-01,0,0,0,"developing","ASIA",22,"West","Male"
"3646","Georg WINKLER","Italy",1997-01-17,0,0,0,9264,1609,1051,2018-11-26,0,0,0,"developed","EUROPE",21,"East","Male"
"3647","Nicolas TEPMAHC","France",2001-05-23,0,0,0,5164,1609,1223,2019-09-09,0,0,0,"developed","EUROPE",18,"East","Male"
"3648","Julien EON","France",1995-03-01,191,82,0,2114,1609,1442,2018-03-05,0,0,0,"developed","EUROPE",23,"West","Male"
"3649","Paras DAHIYA","India",1998-03-24,0,0,0,520,1610,1609,2019-08-12,0,0,0,"developing","ASIA",21,"West","Male"
"3650","Pascal BRUNNER","Austria",1989-06-11,180,75,0,69210,1610,362,2016-05-09,0,0,0,"developed","EUROPE",26,"West","Male"
"3651","Tristan DA LIO","France",1994-11-19,0,0,0,634,1610,1609,2019-08-12,0,0,0,"developed","EUROPE",24,"East","Male"
"3652","Martin BUGAJ","Czech Republic",1999-11-03,0,0,0,678,1610,1484,2018-10-01,0,0,0,"developed","EUROPE",18,"East","Male"
"3653","JANG Woo Hyeok","South Korea",1993-12-22,0,0,0,1474,1610,1374,2015-09-14,0,0,0,"developing","ASIA",21,"West","Male"
"3654","KIM Dylan Seong Kwan","South Korea",1985-05-13,0,0,0,24297,1610,629,2009-05-18,0,0,0,"developing","ASIA",24,"West","Male"
"3655","Nawakarn KHUNJAN","Thailand",1998-06-03,0,0,0,2024,1610,1609,2019-08-12,0,0,0,"developing","ASIA",21,"West","Male"
"3656","Eduard GUELL BARTRINA","Spain",1998-09-06,0,0,0,6863,1610,1323,2018-10-01,0,0,0,"developed","EUROPE",20,"West","Male"
"3657","SIN Dong-Hak","South Korea",1992-02-26,0,0,0,3808,1610,1329,2017-11-27,0,0,0,"developing","ASIA",25,"West","Male"
"3658","Tim VAN TERHEIJDEN","Netherlands",1990-01-20,0,0,0,29633,1610,780,2010-07-05,0,0,0,"developed","EUROPE",20,"West","Male"
"3659","Matteo TREVISAN","Italy",1989-08-13,183,80,0,124230,1611,267,2010-10-18,0,0,1,"developed","EUROPE",21,"West","Male"
"3660","Razvan SABAU","Romania",1977-06-18,185,76,1993,714904,1611,74,2005-09-26,0,21,53,"developed","EUROPE",28,"West","Male"
"3661","Seppe CUYPERS","Belgium",1998-06-24,0,0,0,718,1611,1449,2016-10-24,0,0,0,"developed","EUROPE",18,"West","Male"
"3662","Paul MONTEBAN","Netherlands",1993-01-18,0,0,0,11554,1611,815,2016-07-11,0,0,0,"developed","EUROPE",23,"West","Male"
"3663","Jacob KAHOUN","Switzerland",1992-04-05,173,64,0,9766,1611,1024,2015-06-15,0,0,0,"developed","EUROPE",23,"West","Male"
"3664","Ivan KOSEC","Slovakia",1991-04-15,191,86,0,10226,1612,1065,2017-01-30,0,0,0,"developed","EUROPE",25,"East","Male"
"3665","Matthias HAIM","Austria",1998-01-11,196,90,0,25370,1612,460,2018-07-23,0,0,0,"developed","EUROPE",20,"West","Male"
"3666","Jayesh PUNGLIYA","India",1996-09-22,178,66,0,15641,1612,984,2016-09-26,0,0,0,"developing","ASIA",20,"West","Male"
"3667","WANG Aoran","China",1997-02-05,191,86,0,39956,1612,877,2018-10-29,0,0,0,"developing","ASIA",21,"West","Male"
"3668","Riccardo STIGLICH","Italy",1990-09-03,0,0,0,3207,1613,1604,2017-11-27,0,0,0,"developed","EUROPE",27,"West","Male"
"3669","KOLEV Ognian","Hong Kong",1979-06-07,0,0,0,2692,1613,1211,2004-10-04,0,0,0,"developing","ASIA",25,"West","Male"
"3671","Daniel BATISTA","Portugal",1998-12-06,183,74,0,9713,1613,915,2018-08-20,0,0,0,"developed","EUROPE",19,"West","Male"
"3673","Blaise BICKNELL","United States",2001-11-26,0,0,0,312,1614,1600,2019-09-16,0,0,0,"developed","NORTHERN_AMERICA",17,"West","Male"
"3674","Blu BAKER","United Kingdom",2001-08-28,0,0,0,420,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",18,"West","Male"
"3675","Emilien BURNEL","France",2000-11-02,0,0,0,430,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",18,"West","Male"
"3676","Lilian BREUT","France",1996-11-22,0,0,0,430,1614,1604,2019-10-14,0,0,0,"developed","EUROPE",22,"East","Male"
"3677","Sai Saran Reddy BYREDDY","India",1994-08-26,0,0,0,1498,1614,1600,2019-09-16,0,0,0,"developing","ASIA",25,"West","Male"
"3679","Brian CERNOCH","United States",1999-09-09,0,0,0,1594,1614,1614,2019-11-04,0,0,0,"developed","NORTHERN_AMERICA",20,"West","Male"
"3680","Luigi CASTELLETTI","Italy",2002-08-15,0,0,0,258,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",17,"East","Male"
"3681","Constant DE LA BASSETIERE","France",1998-01-22,0,0,0,6227,1614,1212,2017-07-24,0,0,0,"developed","EUROPE",19,"West","Male"
"3682","Linus ERHART","Austria",1994-08-03,0,0,0,294,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",25,"West","Male"
"3683","Bradley FRYE","United States",2000-04-26,0,0,0,498,1614,1600,2019-09-16,0,0,0,"developed","NORTHERN_AMERICA",19,"East","Male"
"3684","Derrick CHEN","United Kingdom",2003-02-04,0,0,0,312,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",16,"West","Male"
"3685","Ferran CALVO EMAN","Spain",1996-03-10,0,0,0,1940,1614,1315,2014-10-06,0,0,0,"developed","EUROPE",18,"West","Male"
"3686","Andrew DALE","United States",2001-11-01,0,0,0,430,1614,1600,2019-09-16,0,0,0,"developed","NORTHERN_AMERICA",17,"West","Male"
"3687","Ryler DEHEART","United States",1984-01-03,183,80,2006,219208,1614,174,2010-05-03,0,1,4,"developed","NORTHERN_AMERICA",26,"West","Male"
"3688","Baptiste ANSELMO","France",2001-06-14,0,0,0,570,1614,1448,2019-09-23,0,0,0,"developed","EUROPE",18,"West","Male"
"3689","Demetris AZOIDES","Greece",2000-10-09,0,0,0,470,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",18,"West","Male"
"3693","Daniel GRUNBERGER","Belgium",1996-09-02,180,78,0,798,1614,1580,2018-04-30,0,0,0,"developed","EUROPE",21,"West","Male"
"3696","Claudio GRASSI","Italy",1985-07-25,180,80,2003,146565,1614,300,2011-08-22,0,0,0,"developed","EUROPE",26,"West","Male"
"3697","Yaraslav SHYLA","Belarus",1993-03-05,193,85,2011,131430,1614,306,2015-06-22,0,3,4,"developing","EUROPE",22,"West","Male"
"3699","Jing Long WENG","Netherlands",2000-12-29,0,0,0,420,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",18,"West","Male"
"3700","Olle WALLIN","Sweden",2001-10-22,0,0,0,258,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",17,"East","Male"
"3701","Chris WETTENGEL","United States",1982-04-17,0,0,0,34834,1614,548,2007-10-29,0,0,0,"developed","NORTHERN_AMERICA",25,"West","Male"
"3702","Marcus WALTERS","United Kingdom",1998-04-03,0,0,0,2352,1614,1582,2015-09-14,0,0,0,"developed","EUROPE",17,"East","Male"
"3704","Fred SIMONSSON","Sweden",1994-11-27,188,75,0,63441,1614,633,2016-08-01,0,0,1,"developed","EUROPE",21,"West","Male"
"3705","Rene SCHULTE","Germany",1989-04-10,0,0,0,2481,1614,1591,2018-07-30,0,0,0,"developed","EUROPE",29,"West","Male"
"3706","Igor SOLOMATIN","Ukraine",1998-12-16,0,0,0,854,1614,1604,2019-10-14,0,0,0,"developing","EUROPE",20,"East","Male"
"3707","Stefan SKADARKA","Australia",1998-12-21,183,74,0,3860,1614,1140,2017-06-12,0,0,0,"developed","OCEANIA",18,"West","Male"
"3708","Joe TYLER","United Kingdom",1998-11-01,0,0,0,834,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",20,"West","Male"
"3710","Shota TANGE","Japan",2000-08-10,0,0,0,258,1614,1600,2019-09-16,0,0,0,"developed","ASIA",19,"West","Male"
"3711","PARK Jun Sang","South Korea",1995-01-14,0,0,0,1600,1614,1600,2019-09-16,0,0,0,"developing","ASIA",24,"West","Male"
"3712","Luke PHILLIPS","United States",1998-08-21,0,0,0,258,1614,1600,2019-09-16,0,0,0,"developed","NORTHERN_AMERICA",21,"West","Male"
"3713","Carl Bret PARKO","Estonia",2000-10-17,0,0,0,450,1614,1604,2019-10-14,0,0,0,"developed","EUROPE",19,"West","Male"
"3714","Alessandro PECCI","Italy",2001-03-23,0,0,0,258,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",18,"West","Male"
"3715","Stefan POPOVIC","Serbia",2003-05-25,0,0,0,258,1614,1604,2019-10-14,0,0,0,"developing","EUROPE",16,"West","Male"
"3716","ZHAO Zhao","China",NA,0,0,0,3748,1614,1600,2019-09-16,0,0,0,"developing","ASIA",NA,"West","Male"
"3717","Goran ZIVOTIC","Serbia",2002-01-14,0,0,0,258,1614,1600,2019-09-16,0,0,0,"developing","EUROPE",17,"West","Male"
"3718","Julian ZLOBINSKY","United States",1996-01-08,183,79,0,4886,1614,958,2017-12-25,0,0,0,"developed","NORTHERN_AMERICA",21,"West","Male"
"3719","Lilian PROD'HOMME","France",1998-11-25,0,0,0,1274,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",20,"West","Male"
"3720","Riccardo ROBERTO","Italy",1997-10-01,180,75,0,3614,1614,1356,2017-06-19,0,0,0,"developed","EUROPE",19,"West","Male"
"3721","Alejandro REGUANT","Spain",1998-06-29,0,0,0,1098,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",21,"West","Male"
"3723","Shunrou TAKESHIMA","Japan",1990-08-25,173,60,0,20308,1614,1102,2014-06-23,0,0,0,"developed","ASIA",23,"West","Male"
"3724","Quinn VANDECASTEELE","United States",2002-09-01,0,0,0,258,1614,1600,2019-09-16,0,0,0,"developed","NORTHERN_AMERICA",17,"West","Male"
"3725","Iiro VASA","Finland",2002-09-03,0,0,0,312,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",17,"West","Male"
"3728","Macsen SISAM","New Zealand",2000-05-03,0,0,0,786,1614,1316,2019-09-09,0,0,0,"developed","OCEANIA",19,"West","Male"
"3729","Adria SORIANO BARRERA","Spain",1999-06-02,0,0,0,902,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",20,"West","Male"
"3731","Julian SCHUBERT","Austria",2000-02-09,0,0,0,312,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",19,"West","Male"
"3732","Ioannis STAMOULOS","Greece",2003-07-17,0,0,0,520,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",16,"West","Male"
"3733","Filippo MORA","Italy",1998-03-12,0,0,0,1664,1614,1609,2018-08-20,0,0,0,"developed","EUROPE",20,"West","Male"
"3734","Athanassios MANEKAS","Greece",1998-09-08,0,0,0,834,1614,1604,2019-10-14,0,0,0,"developed","EUROPE",21,"East","Male"
"3735","Noppadol NOIKOR","Thailand",2000-02-06,0,0,0,640,1614,1604,2019-10-14,0,0,0,"developing","ASIA",19,"West","Male"
"3736","Eduardo NAVA","United States",1997-03-11,0,0,0,6448,1614,905,2015-04-27,0,0,0,"developed","NORTHERN_AMERICA",18,"West","Male"
"3738","Eric Jr. OLIVAREZ","Philippines",1998-04-18,0,0,0,258,1614,1604,2019-10-14,0,0,0,"developing","ASIA",21,"West","Male"
"3739","Bradley HOLT","United States",1994-06-13,193,84,0,456,1614,1600,2019-09-16,0,0,0,"developed","NORTHERN_AMERICA",25,"West","Male"
"3740","Gunjan JADHAV","India",2000-05-26,0,0,0,312,1614,1602,2019-09-23,0,0,0,"developing","ASIA",19,"West","Male"
"3741","Mario MANSILLA DIEZ","Spain",2002-05-12,0,0,0,1817,1614,1442,2018-03-05,0,0,0,"developed","EUROPE",15,"West","Male"
"3744","Javier MOLINO","Spain",2001-05-14,0,0,0,1286,1614,1448,2019-09-23,0,0,0,"developed","EUROPE",18,"West","Male"
"3745","Tonkla MULADA","Thailand",2000-09-15,0,0,0,870,1614,1460,2019-09-09,0,0,0,"developing","ASIA",18,"West","Male"
"3746","Finn MURGETT","United Kingdom",2001-09-17,0,0,0,526,1614,1604,2019-10-14,0,0,0,"developed","EUROPE",18,"West","Male"
"3747","Hamad MEDJEDOVIC","Serbia",2003-07-18,0,0,0,354,1614,1600,2019-09-16,0,0,0,"developing","EUROPE",16,"East","Male"
"3748","Maurus MALGIARITTA","Switzerland",2001-07-24,0,0,0,312,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",18,"West","Male"
"3749","Elmer MOLLER","Denmark",2003-07-09,0,0,0,430,1614,1604,2019-10-14,0,0,0,"developed","EUROPE",16,"West","Male"
"3750","Denis MATSUKEVICH","Russia",1986-03-28,191,80,0,269715,1614,234,2011-09-26,0,1,3,"developing","EUROPE",25,"East","Male"
"3751","Juraj MASAR","Slovakia",1992-07-10,191,80,0,19728,1614,608,2014-05-26,0,0,0,"developed","EUROPE",21,"West","Male"
"3752","Hayato KUDO","Japan",1998-09-19,0,0,0,366,1614,1600,2019-09-16,0,0,0,"developed","ASIA",21,"East","Male"
"3753","Herman KNOOP","Netherlands",1998-03-06,0,0,0,258,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",21,"West","Male"
"3754","Igor KARPOVETS","Ukraine",1999-03-06,0,0,0,1502,1614,1600,2019-09-16,0,0,0,"developing","EUROPE",20,"West","Male"
"3755","Robert KELLY","United States",1996-07-31,0,0,0,4566,1614,1600,2019-09-16,0,0,0,"developed","NORTHERN_AMERICA",23,"West","Male"
"3756","Christian LAKOSELJAC","Canada",1998-12-23,0,0,0,3467,1614,1600,2019-09-16,0,0,0,"developed","NORTHERN_AMERICA",20,"West","Male"
"3757","Raphael LAMBLING","France",2000-05-02,0,0,0,514,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",19,"West","Male"
"3759","Mikolaj LORENS","Poland",2002-01-30,0,0,0,312,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",17,"West","Male"
"3761","Daniel LITTLE","United Kingdom",1997-05-16,0,0,0,590,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",22,"West","Male"
"3763","LIM Hyung-Chan","South Korea",1985-11-14,0,0,0,11673,1614,1022,2013-07-08,0,0,0,"developing","ASIA",27,"West","Male"
"3764","Samuel HODOR","Slovakia",1996-07-18,0,0,0,3980,1614,1514,2019-08-26,0,0,0,"developed","EUROPE",23,"West","Male"
"3765","Adam HEINONEN","Sweden",2002-08-22,0,0,0,672,1614,1600,2019-09-16,0,0,0,"developed","EUROPE",17,"East","Male"
"3766","Cleeve HARPER","Canada",2000-12-24,0,0,0,456,1614,1600,2019-09-16,0,0,0,"developed","NORTHERN_AMERICA",18,"West","Male"
